"age","gender","country","E","N","A","C","O","c_name","region","sub_region","country_code"
16,2,"GB",7,23,20,8,29,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
21,2,"GB",20,13,29,28,33,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,1,"GB",27,9,20,28,37,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
25,2,"GB",19,20,34,37,33,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
41,2,"GB",13,10,23,23,23,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,2,"GB",23,18,21,18,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,1,"GB",24,14,29,27,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
13,2,"GB",13,15,38,27,18,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,1,"GB",16,6,28,14,36,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
28,1,"GB",34,19,34,21,40,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
20,2,"GB",8,37,29,30,23,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
14,2,"GB",32,24,30,23,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
25,2,"GB",5,18,29,31,28,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,1,"GB",21,11,17,18,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
25,2,"GB",18,9,31,24,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,1,"GB",8,18,26,27,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",21,13,34,26,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
41,1,"GB",26,34,38,37,38,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
21,2,"GB",25,8,38,17,30,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
24,1,"GB",26,24,26,23,18,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,2,"GB",34,27,31,23,28,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,2,"GB",14,12,36,19,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
20,2,"GB",3,2,32,34,17,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",27,11,18,7,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",24,18,23,19,25,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
58,1,"GB",28,36,38,35,25,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
21,2,"GB",24,9,40,15,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
37,2,"GB",26,20,30,19,33,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
52,2,"GB",30,17,40,24,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,2,"GB",34,10,13,17,38,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
33,2,"GB",8,27,18,35,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
32,1,"GB",21,13,24,26,25,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,1,"GB",6,10,7,27,39,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",17,19,31,32,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
14,1,"GB",20,20,20,20,20,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",22,20,26,29,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
31,2,"GB",31,36,27,26,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,2,"GB",27,10,23,10,37,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,1,"GB",13,27,14,19,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
15,1,"GB",36,20,20,12,25,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
30,2,"GB",22,20,29,26,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,2,"GB",0,7,6,27,38,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
26,2,"GB",10,20,24,36,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
72,2,"GB",32,13,31,16,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",13,10,35,34,23,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,1,"GB",12,20,20,21,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
53,1,"GB",24,14,23,18,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
57,2,"GB",18,26,32,14,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
45,2,"GB",27,27,38,26,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",7,14,36,20,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",15,13,26,27,17,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,1,"GB",12,16,33,20,17,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
36,2,"GB",18,8,33,24,28,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",5,16,30,16,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
38,2,"GB",11,9,35,24,29,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,1,"GB",13,22,29,27,20,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
47,2,"GB",10,22,13,31,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,1,"GB",12,11,29,22,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
21,2,"GB",24,7,36,13,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
20,2,"GB",23,26,34,27,36,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
47,1,"GB",21,34,29,25,19,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
27,2,"GB",21,14,34,16,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,2,"GB",21,8,35,20,6,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,1,"GB",15,12,31,22,39,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
28,2,"GB",28,17,20,25,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,2,"GB",21,4,30,25,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
25,2,"GB",4,7,24,16,28,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,1,"GB",21,20,33,27,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
58,1,"GB",24,10,25,19,33,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",15,2,20,10,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
47,2,"GB",25,23,28,19,33,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",11,5,13,20,37,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
42,1,"GB",33,18,32,26,38,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",8,13,21,2,36,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,2,"GB",17,2,23,15,29,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
48,2,"GB",16,34,38,16,30,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
23,2,"GB",40,8,31,37,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
20,2,"GB",38,19,32,21,37,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
20,1,"GB",6,27,19,31,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
47,1,"GB",25,30,28,17,30,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
52,1,"GB",25,28,31,33,23,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
27,2,"GB",25,6,32,38,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
40,2,"GB",27,19,33,22,25,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,2,"GB",21,22,29,30,28,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,1,"GB",14,16,31,20,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
25,2,"GB",31,31,39,25,36,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
20,1,"GB",20,1,33,31,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",23,25,21,8,20,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,1,"GB",20,8,32,26,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,2,"GB",35,15,30,11,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,1,"GB",31,22,31,31,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
40,2,"GB",17,19,35,21,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
35,2,"GB",26,26,32,16,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
15,2,"GB",26,16,24,18,33,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
36,1,"GB",30,19,10,26,40,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
17,2,"GB",26,31,33,12,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
24,2,"GB",16,0,40,24,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
15,1,"GB",21,2,21,16,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
38,1,"GB",21,32,19,23,34,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
43,2,"GB",20,23,23,26,40,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
23,2,"GB",20,26,18,18,16,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,3,"GB",1,15,18,19,29,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
35,2,"GB",33,10,32,27,36,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
24,1,"GB",20,20,26,14,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
31,2,"GB",20,13,19,26,22,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
15,2,"GB",0,13,18,22,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
28,2,"GB",24,21,31,25,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
51,1,"GB",16,34,31,33,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,1,"GB",4,7,21,11,18,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
35,1,"GB",23,12,35,19,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
40,1,"GB",24,16,33,30,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
21,2,"GB",25,18,32,27,30,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
19,1,"GB",25,37,22,19,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
25,2,"GB",16,17,25,20,22,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
31,1,"GB",18,25,18,24,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
32,2,"GB",21,19,29,35,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
60,1,"GB",36,34,34,27,35,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
23,2,"GB",9,14,33,23,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
25,2,"GB",22,9,37,27,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
14,2,"GB",4,13,30,15,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
52,1,"GB",11,18,32,19,28,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
13,2,"GB",16,18,30,18,24,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",15,8,25,21,17,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
32,1,"GB",27,13,31,24,32,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
31,2,"GB",17,6,10,15,27,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",5,7,28,30,20,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
24,1,"GB",19,12,33,22,16,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
18,2,"GB",28,15,37,23,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
49,2,"GB",10,15,29,28,25,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,2,"GB",31,23,28,33,21,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,2,"GB",16,9,21,22,21,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
14,1,"GB",27,18,24,18,25,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
30,2,"GB",16,18,37,23,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
15,1,"GB",19,24,7,9,26,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
21,2,"GB",12,6,18,18,13,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
23,1,"GB",22,12,29,19,21,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
15,2,"GB",15,1,29,27,38,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
22,1,"GB",27,24,32,14,31,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
32,2,"GB",10,9,30,10,19,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
16,1,"GB",23,22,26,20,22,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
33,2,"GB",17,24,32,19,38,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
27,1,"GB",27,25,33,37,40,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
43,2,"GB",35,22,33,20,36,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
20,2,"GB",18,28,38,14,33,"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe",826
